Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
LA SALLE MANRESA S.GOL Equipo Rival,['Mitjana Rival'],16.0,200.0,70.06,19.62,42.38,0.46,6.69,24.12,0.28,10.75,17.81,0.6,19.56,71.31,0.51,98.25,44.6,43.89,16.17,0.36
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo,['Mitjana'],16.0,200.0,63.25,15.44,36.88,0.42,5.06,22.06,0.23,17.19,25.38,0.68,20.75,67.25,0.51,94.05,39.08,42.83,29.16,0.37
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo Rival,['Mitjana Rival'],16.0,200.0,62.19,15.81,36.69,0.43,6.25,22.88,0.27,11.81,18.5,0.64,24.5,64.94,0.49,95.77,42.29,42.55,19.83,0.38
NOU BASQUET OLESA A Equipo,['Mitjana'],15.0,200.0,73.53,21.33,42.13,0.51,5.87,18.33,0.32,13.27,21.4,0.62,20.2,67.07,0.49,109.64,49.83,50.01,21.94,0.3
NOU BASQUET OLESA A Equipo Rival,['Mitjana Rival'],15.0,200.0,63.93,17.2,39.8,0.43,6.27,24.2,0.26,10.73,17.87,0.6,22.47,68.93,0.51,92.75,41.56,41.43,16.77,0.38
PUJOL CB MOLLERUSSA Equipo,['Mitjana'],15.0,201.67,63.0,15.47,39.2,0.39,6.0,23.6,0.25,14.07,21.93,0.64,20.53,69.53,0.49,90.6,38.96,40.67,22.4,0.38
PUJOL CB MOLLERUSSA Equipo Rival,['Mitjana Rival'],15.0,201.67,71.53,17.07,36.2,0.47,8.47,30.93,0.27,12.0,19.8,0.61,21.4,72.8,0.51,98.26,44.34,42.94,17.87,0.46
SD ESPANYOL Equipo,['Mitjana'],16.0,200.0,70.19,17.75,37.19,0.48,6.62,23.38,0.28,14.81,24.81,0.6,19.88,68.56,0.51,102.37,45.72,46.37,24.46,0.39
SD ESPANYOL Equipo Rival,['Mitjana Rival'],16.0,200.0,64.25,17.56,37.81,0.46,6.06,24.31,0.25,10.94,16.5,0.66,22.75,66.56,0.49,96.53,42.91,42.89,17.61,0.39
TERRA ENDINS CB VILATORRADA Equipo,['Mitjana'],16.0,200.0,68.06,16.56,40.62,0.41,7.12,26.62,0.27,13.56,22.06,0.61,20.94,73.88,0.52,92.13,40.52,41.02,20.17,0.4
TERRA ENDINS CB VILATORRADA Equipo Rival,['Mitjana Rival'],16.0,200.0,73.31,16.88,34.5,0.49,8.88,27.88,0.32,12.94,21.06,0.61,22.25,68.75,0.48,106.64,48.4,46.5,20.74,0.45
VEDRUNA GRACIA A Equipo,['Mitjana'],16.0,200.0,67.62,16.25,33.0,0.49,7.56,26.31,0.29,12.44,19.19,0.65,22.06,65.0,0.49,104.04,46.52,45.59,20.97,0.44
VEDRUNA GRACIA A Equipo Rival,['Mitjana Rival'],16.0,200.0,69.62,18.94,38.0,0.5,6.38,24.69,0.26,12.62,20.12,0.63,21.94,68.62,0.51,101.46,45.46,45.58,20.14,0.39
