Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Possesions,Ritme,OER,% TC Efec,% Jugada,Frec. TL,% Reb Def,% Reb Of,% Assis,% Perd,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Faltes Ofensives,% Perd pase,%Perd pilota,%Perd altres,ORB_wt,AssistFT,Assist2P,Assist3P,% AssistFT,%Assist2P,%Assist3P,Punts amb assist,OER amb assist,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC
CB CERDANYOLA AL DIA A Equipo,['Mitjana'],3.0,200.0,78.0,21.67,41.0,0.53,8.0,27.0,0.3,10.67,20.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.67,0.0,0.0,73.67,0.51,105.88,49.51,47.27,15.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,29.67,68.0,0.44
CB CERDANYOLA AL DIA A Equipo Rival,['Mitjana Rival'],3.0,200.0,61.0,14.33,36.33,0.39,7.67,29.67,0.26,9.33,18.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,70.67,0.49,86.32,39.14,37.61,14.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,22.0,66.0,0.33
CB TARRAGONA B Equipo,['Mitjana'],3.0,200.0,63.33,15.0,36.33,0.41,6.67,25.67,0.26,13.33,21.33,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.33,0.0,0.0,68.33,0.5,92.68,40.32,41.12,21.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,21.67,62.0,0.35
CB TARRAGONA B Equipo Rival,['Mitjana Rival'],3.0,200.0,68.0,17.67,39.0,0.45,7.33,24.33,0.3,10.67,19.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.33,0.0,0.0,68.67,0.5,99.03,45.26,43.9,16.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,25.0,63.33,0.39
CLOTET SUZUKI SANT BOI A Equipo,['Mitjana'],3.0,200.0,69.67,16.67,38.0,0.44,6.0,21.33,0.28,18.33,27.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.67,0.0,0.0,68.33,0.52,101.95,43.26,46.13,30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,22.67,59.33,0.38
CLOTET SUZUKI SANT BOI A Equipo Rival,['Mitjana Rival'],3.0,200.0,62.0,14.0,30.0,0.47,7.0,25.67,0.27,13.0,22.33,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.67,0.0,0.0,62.67,0.48,98.94,44.01,43.92,23.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,21.0,55.67,0.38
CLUB NATACIO SABADELL A Equipo,['Mitjana'],3.0,200.0,60.67,13.33,33.33,0.4,7.33,26.0,0.28,12.0,21.67,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.67,0.0,0.0,66.0,0.51,91.92,41.01,40.6,20.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,20.67,59.33,0.35
CLUB NATACIO SABADELL A Equipo Rival,['Mitjana Rival'],3.0,200.0,73.33,16.0,33.0,0.48,8.33,22.33,0.37,16.33,26.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.33,0.0,0.0,64.0,0.49,114.58,51.51,50.65,29.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,24.33,55.33,0.44
CLUB NATACIO TERRASSA A Equipo,['Mitjana'],3.0,200.0,63.67,16.0,35.67,0.45,7.33,21.33,0.34,9.67,20.33,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,63.0,0.49,101.06,47.37,44.87,16.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,23.33,57.0,0.41
CLUB NATACIO TERRASSA A Equipo Rival,['Mitjana Rival'],3.0,200.0,57.33,14.33,38.0,0.38,3.67,17.33,0.21,17.67,29.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.67,0.0,0.0,65.33,0.51,87.76,35.84,41.58,31.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,18.0,55.33,0.33
REUS PLOMS SALLE Equipo,['Mitjana'],3.0,200.0,73.0,16.33,31.0,0.53,8.67,28.0,0.31,14.33,21.33,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.67,0.0,0.0,65.33,0.5,111.73,49.72,48.29,24.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,25.0,59.0,0.42
REUS PLOMS SALLE Equipo Rival,['Mitjana Rival'],3.0,200.0,58.33,19.0,40.0,0.47,3.67,20.0,0.18,9.33,18.33,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.67,0.0,0.0,65.33,0.5,89.29,40.83,41.93,15.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,22.67,60.0,0.38
TERRA ENDINS CB VILATORRADA Equipo,['Mitjana'],3.0,200.0,77.0,19.0,40.0,0.47,6.33,18.33,0.35,20.0,28.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.33,0.0,0.0,67.67,0.52,113.79,48.86,51.23,34.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,25.33,58.33,0.43
TERRA ENDINS CB VILATORRADA Equipo Rival,['Mitjana Rival'],3.0,200.0,63.67,14.0,32.0,0.44,7.0,25.33,0.28,14.67,20.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,63.33,0.48,100.53,42.73,43.52,25.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,21.0,57.33,0.37
