Nombre,Condicion,Partidos,Minutos,Puntos,T2 Anotados,T2 Lanzados,% T2,T3 Anotados,T3 Lanzados,% T3,T1 Anotados,T1 Lanzados,% T1,Reb. Ofensivos,Reb. Defensivos,Rebotes,Asistencias,Robos,Perdidas,Tapones,Tapones Recibidos,Mates,Faltas Cometidas,Faltas Recibidas,Valoracion,% Asist,% Tiro Efectivo,% Tiro Verdadero,GScore,TLR,Posesiones Anotadas,Posesiones No Anotadas,Floor Percentage,Puntos por Tiro,% Rebotes,% Rebotes Def,% Rebotes Of,% Robos,Toques,Uso,Versatilidad,Win Scores,Eficiencia Ofensiva,Eficiencia Defensiva,Diferencia eficiencia,Pérdidas Mal Pase,Perdidas Balón Controlado,Otras Perdidas,Faltas de Tiro,Faltas No de Tiro,Técnicas,Antideportivas,Ofensivas,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p
b'MIGUEL ANGEL GARCIA STOBART',5 Facil,2.0,25.0,12.5,4.0,6.5,0.62,0.0,0.0,0.0,4.5,6.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.62,0.68,8.15,34.62,6.25,2.65,70.22,1.23,0.0,0.0,0.0,0.0,11.44,20.46,0.0,2.0,147.06,98.34,48.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'MIGUEL ANGEL GARCIA STOBART',7 Ultimos 3,3.0,16.67,8.33,2.67,4.33,0.62,0.0,0.0,0.0,3.0,4.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.62,0.68,5.43,23.08,4.17,1.77,70.22,1.23,0.0,0.0,0.0,0.0,7.87,20.08,0.0,1.33,147.06,94.67,52.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'ROGER SOLERNOU TESTAGORDA',1 Media,4.0,14.25,5.5,1.0,2.0,0.5,1.0,2.75,0.36,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.53,0.55,2.58,2.63,2.2,2.75,44.44,1.05,0.0,0.0,0.0,0.0,5.19,19.16,0.0,0.0,115.79,94.72,21.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'ROGER SOLERNOU TESTAGORDA',2 Derrota,1.0,16.0,5.0,1.0,2.0,0.5,1.0,3.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.5,1.5,0.0,2.0,3.0,40.0,1.0,0.0,0.0,0.0,0.0,5.0,15.76,0.0,-1.0,100.0,91.06,8.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'ROGER SOLERNOU TESTAGORDA',2 Victoria,3.0,13.67,5.67,1.0,2.0,0.5,1.0,2.67,0.38,0.67,0.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.54,0.57,2.93,4.76,2.27,2.67,45.95,1.07,0.0,0.0,0.0,0.0,5.26,20.55,0.0,0.33,121.43,96.0,25.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'ROGER SOLERNOU TESTAGORDA',3 Local,2.0,15.5,5.0,1.0,2.5,0.4,1.0,3.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.45,0.45,1.55,0.0,2.0,3.5,36.36,0.91,0.0,0.0,0.0,0.0,5.5,19.13,0.0,-1.0,90.91,91.29,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'ROGER SOLERNOU TESTAGORDA',3 Visitante,2.0,13.0,6.0,1.0,1.5,0.67,1.0,2.5,0.4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.62,0.68,3.6,12.5,2.4,2.0,54.55,1.25,0.0,0.0,0.0,0.0,4.83,19.12,0.0,1.0,150.0,98.35,51.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'ROGER SOLERNOU TESTAGORDA',4 Banquillo,4.0,14.25,5.5,1.0,2.0,0.5,1.0,2.75,0.36,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.53,0.55,2.58,2.63,2.2,2.75,44.44,1.05,0.0,0.0,0.0,0.0,5.19,19.16,0.0,0.0,115.79,94.72,21.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'ROGER SOLERNOU TESTAGORDA',5 Dificil,2.0,15.5,5.0,1.0,2.5,0.4,1.0,3.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.45,0.45,1.55,0.0,2.0,3.5,36.36,0.91,0.0,0.0,0.0,0.0,5.5,19.13,0.0,-1.0,90.91,91.29,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'ROGER SOLERNOU TESTAGORDA',5 Facil,2.0,13.0,6.0,1.0,1.5,0.67,1.0,2.5,0.4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.62,0.68,3.6,12.5,2.4,2.0,54.55,1.25,0.0,0.0,0.0,0.0,4.83,19.12,0.0,1.0,150.0,98.35,51.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'ROGER SOLERNOU TESTAGORDA',7 Ultimos 3,3.0,14.0,5.67,1.0,1.67,0.6,1.0,2.67,0.38,0.67,0.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.58,0.61,2.9,5.13,2.27,2.33,49.28,1.15,0.0,0.0,0.0,0.0,4.92,18.15,0.0,0.33,130.77,94.59,36.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'SERGI ALGUE BAUSA',1 Media,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,100.3,86.01,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'SERGI ALGUE BAUSA',2 Victoria,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,100.3,86.01,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'SERGI ALGUE BAUSA',3 Local,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,100.3,86.01,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'SERGI ALGUE BAUSA',4 Banquillo,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,100.3,86.01,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'SERGI ALGUE BAUSA',5 Dificil,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,100.3,86.01,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'XAVIER ROQUETA CLARET',1 Media,4.0,21.25,11.75,1.75,3.75,0.47,2.0,4.0,0.5,2.25,2.75,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.61,0.66,6.42,7.26,4.81,4.04,54.39,1.23,0.0,0.0,0.0,0.0,10.18,23.16,0.0,1.12,134.29,94.36,39.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'XAVIER ROQUETA CLARET',2 Derrota,1.0,18.0,3.0,0.0,2.0,0.0,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.25,0.25,-2.4,0.0,1.0,5.0,16.67,0.5,0.0,0.0,0.0,0.0,6.0,16.81,0.0,-5.0,50.0,90.19,-40.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'XAVIER ROQUETA CLARET',2 Victoria,3.0,22.33,14.67,2.33,4.33,0.54,2.33,4.0,0.58,3.0,3.67,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.7,0.74,9.37,12.0,6.08,3.72,62.09,1.4,0.0,0.0,0.0,0.0,11.61,25.21,0.0,3.17,151.72,95.72,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'XAVIER ROQUETA CLARET',3 Local,2.0,23.5,17.0,2.5,4.5,0.56,3.0,6.0,0.5,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.67,0.72,10.65,14.29,6.7,5.0,57.26,1.33,0.0,0.0,0.0,0.0,13.43,27.12,0.0,3.5,147.83,90.84,56.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'XAVIER ROQUETA CLARET',3 Visitante,2.0,19.0,6.5,1.0,3.0,0.33,1.0,2.0,0.5,1.5,2.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.5,0.53,2.2,15.0,2.84,3.16,47.33,1.0,0.0,0.0,0.0,0.0,7.06,17.97,0.0,-1.25,118.18,98.08,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'XAVIER ROQUETA CLARET',4 Banquillo,4.0,21.25,11.75,1.75,3.75,0.47,2.0,4.0,0.5,2.25,2.75,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.61,0.66,6.42,7.26,4.81,4.04,54.39,1.23,0.0,0.0,0.0,0.0,10.18,23.16,0.0,1.12,134.29,94.36,39.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'XAVIER ROQUETA CLARET',5 Dificil,2.0,23.5,17.0,2.5,4.5,0.56,3.0,6.0,0.5,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.67,0.72,10.65,14.29,6.7,5.0,57.26,1.33,0.0,0.0,0.0,0.0,13.43,27.12,0.0,3.5,147.83,90.84,56.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'XAVIER ROQUETA CLARET',5 Facil,2.0,19.0,6.5,1.0,3.0,0.33,1.0,2.0,0.5,1.5,2.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.5,0.53,2.2,15.0,2.84,3.16,47.33,1.0,0.0,0.0,0.0,0.0,7.06,17.97,0.0,-1.25,118.18,98.08,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'XAVIER ROQUETA CLARET',7 Ultimos 3,3.0,18.67,5.33,0.67,2.67,0.25,1.0,2.67,0.38,1.0,1.67,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.41,0.44,0.67,6.25,2.23,3.77,37.11,0.81,0.0,0.0,0.0,0.0,6.81,17.85,0.0,-2.5,94.12,94.17,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
